条目,输入,第二实现值,被核验实现值,绝对差,相对差,容差,判定,来源
式(2-2) 爬升时间,"A 机型, q=25 kg, 爬升=10 m",3.3333333333333335,3.3333333333333335,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"A 机型, q=25 kg, 爬升=80 m",0.028763888888888887,0.028763888888888887,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"A 机型, q=25 kg, 爬升=80 m",26.666666666666668,26.666666666666668,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"A 机型, q=25 kg, 爬升=500 m",0.17977430555555557,0.17977430555555557,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"A 机型, q=25 kg, 爬升=500 m",166.66666666666666,166.66666666666666,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 下降时间,"A 机型, q=25 kg, 下降=10 m",4.0,4.0,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=爬升=0）
式(2-2) 下降时间,"A 机型, q=25 kg, 下降=300 m",120.0,120.0,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=爬升=0）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=0 kg, 爬升=10 m",0.0024600694444444444,0.0024600694444444444,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=0 kg, 爬升=10 m",3.3333333333333335,3.3333333333333335,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=0 kg, 爬升=80 m",0.019680555555555555,0.019680555555555555,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=0 kg, 爬升=80 m",26.666666666666668,26.666666666666668,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=0 kg, 爬升=500 m",0.12300347222222222,0.12300347222222222,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=0 kg, 爬升=500 m",166.66666666666666,166.66666666666666,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 下降时间,"B 机型, q=0 kg, 下降=10 m",4.0,4.0,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=爬升=0）
式(2-2) 下降时间,"B 机型, q=0 kg, 下降=300 m",120.0,120.0,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=爬升=0）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=15 kg, 爬升=10 m",0.003027777777777778,0.003027777777777778,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=15 kg, 爬升=10 m",3.3333333333333335,3.3333333333333335,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=15 kg, 爬升=80 m",0.024222222222222225,0.024222222222222225,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=15 kg, 爬升=80 m",26.666666666666668,26.666666666666668,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=15 kg, 爬升=500 m",0.1513888888888889,0.1513888888888889,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=15 kg, 爬升=500 m",166.66666666666666,166.66666666666666,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 下降时间,"B 机型, q=15 kg, 下降=10 m",4.0,4.0,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=爬升=0）
式(2-2) 下降时间,"B 机型, q=15 kg, 下降=300 m",120.0,120.0,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=爬升=0）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=30 kg, 爬升=10 m",0.003595486111111111,0.003595486111111111,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=30 kg, 爬升=10 m",3.3333333333333335,3.3333333333333335,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=30 kg, 爬升=80 m",0.028763888888888887,0.028763888888888887,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=30 kg, 爬升=80 m",26.666666666666668,26.666666666666668,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-3) 爬升附加能耗 E_up,"B 机型, q=30 kg, 爬升=500 m",0.17977430555555557,0.17977430555555557,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
式(2-2) 爬升时间,"B 机型, q=30 kg, 爬升=500 m",166.66666666666666,166.66666666666666,0.0,0.0,1e-09,一致,问题二_调度核心.segment（距离=0 隔离）
