起点,终点,水平距离（m）,起点作业海拔（m）,终点作业海拔（m）,航段DEM最高海拔（m）,计划巡航海拔（m）,起点爬升（m）,终点下降（m）,经过DEM像元段数
S013,S015,8348.972367051472,351.70806884765625,466.229248046875,529.7706298828125,579.7706298828125,228.06256103515625,113.5413818359375,351
S014,O01,5419.601206671951,350.9825134277344,128.7255401611328,541.9473876953125,591.9473876953125,240.96487426757812,463.2218475341797,203
S014,S001,5196.210724025676,350.9825134277344,183.96136474609375,550.0504150390625,600.0504150390625,249.06790161132812,416.08905029296875,248
S014,S002,7654.630020188422,350.9825134277344,218.7942352294922,457.5832214355469,507.5832214355469,156.6007080078125,288.7889862060547,325
S014,S003,12385.712496508626,350.9825134277344,338.51068115234375,542.7295532226562,592.7295532226562,241.74703979492188,254.2188720703125,540
S014,S004,9293.77868710086,350.9825134277344,225.11575317382812,505.3861083984375,555.3861083984375,204.40359497070312,330.2703552246094,426
S014,S005,7995.560658109146,350.9825134277344,199.03955078125,552.8875122070312,602.8875122070312,251.90499877929688,403.84796142578125,383
S014,S006,8596.785989800881,350.9825134277344,305.1272277832031,556.662109375,606.662109375,255.67959594726562,301.5348815917969,312
S014,S007,9684.060004227347,350.9825134277344,344.2220458984375,530.8557739257812,580.8557739257812,229.87326049804688,236.63372802734375,415
S014,S008,10974.33312559555,350.9825134277344,278.2891845703125,542.4922485351562,592.4922485351562,241.50973510742188,314.20306396484375,523
S014,S009,6315.453441945112,350.9825134277344,219.4370880126953,502.7727966308594,552.7727966308594,201.790283203125,333.33570861816406,287
S014,S010,1753.1911243416014,350.9825134277344,351.5816650390625,487.5635681152344,537.5635681152344,186.5810546875,185.98190307617188,79
S014,S011,7127.718517217431,350.9825134277344,208.04286193847656,568.5668334960938,618.5668334960938,267.5843200683594,410.5239715576172,325
S014,S012,5454.843242880324,350.9825134277344,283.31507873535156,481.1858215332031,531.1858215332031,180.20330810546875,247.87074279785156,180
S014,S013,3127.4004320137356,350.9825134277344,351.70806884765625,483.26031494140625,533.2603149414062,182.27780151367188,181.55224609375,138
S014,S015,10556.124489650862,350.9825134277344,466.229248046875,578.795166015625,628.795166015625,277.8126525878906,162.56591796875,488
S015,O01,6009.382077647269,466.229248046875,128.7255401611328,521.7992553710938,571.7992553710938,105.57000732421875,443.07371520996094,286
S015,S001,5500.078600417984,466.229248046875,183.96136474609375,547.315185546875,597.315185546875,131.0859375,413.35382080078125,241
S015,S002,7164.389577773846,466.229248046875,218.7942352294922,593.7526245117188,643.7526245117188,177.52337646484375,424.95838928222656,314
S015,S003,2616.3665594622953,466.229248046875,338.51068115234375,437.89886474609375,487.89886474609375,21.66961669921875,149.38818359375,119
S015,S004,5648.279556425775,466.229248046875,225.11575317382812,641.2510375976562,691.2510375976562,225.02178955078125,466.1352844238281,267
S015,S005,3754.922067221374,466.229248046875,199.03955078125,568.6133422851562,618.6133422851562,152.38409423828125,419.57379150390625,154
S015,S006,4684.460294091272,466.229248046875,305.1272277832031,601.2601318359375,651.2601318359375,185.0308837890625,346.1329040527344,177
S015,S007,2219.359082365278,466.229248046875,344.2220458984375,452.918212890625,502.918212890625,36.68896484375,158.6961669921875,74
S015,S008,3928.8933093308406,466.229248046875,278.2891845703125,660.450927734375,710.450927734375,244.2216796875,432.1617431640625,182
S015,S009,6362.7369164593365,466.229248046875,219.4370880126953,532.3267822265625,582.3267822265625,116.0975341796875,362.8896942138672,244
S015,S010,9196.057367272155,466.229248046875,351.5816650390625,568.3262329101562,618.3262329101562,152.09698486328125,266.74456787109375,410
S015,S011,3461.196111601644,466.229248046875,208.04286193847656,538.7306518554688,588.7306518554688,122.50140380859375,380.6877899169922,164
S015,S012,9317.610240700911,466.229248046875,283.31507873535156,534.7462158203125,584.7462158203125,118.5169677734375,301.43113708496094,345
S015,S013,8348.972367051472,466.229248046875,351.70806884765625,529.7706298828125,579.7706298828125,113.5413818359375,228.06256103515625,351
S015,S014,10556.124489650862,466.229248046875,350.9825134277344,578.795166015625,628.795166015625,162.56591796875,277.8126525878906,488
